Productid,ProductName,Quantity,Type,Unit_Price,Existence,Salesid,Date_Sale,Producto,Cant,Client,Total,Payment_Method,ID,Productocompra,CantC,Date,Tot,DateCA,Ingresos,Egresos,Saldo
,,,,,,882,2023-06-01,Collar simple morado,81,Kevin Garcia,10,Efectivo,882,Aretes Plateados,96,2022-04-01,384,2023-06-01,3950,1720,2230
,,,,,,883,2023-06-02,Black,38,Diego Albanez,339,Efectivo,883,Triangular,114,2022-04-01,570,2023-06-02,1373,3227,-1854
,,,,,,884,2023-06-03,Aretes verano,88,Victor hugo,205,Cheque,884,San marcos,133,2021-11-01,665,2023-06-03,5659,3606,2053
,,,,,,885,2023-06-04,Aretes calcetin,75,Majo mata,417,Efectivo,885,Semi oscura,119,2022-03-01,595,2023-06-04,5579,1861,3718
,,,,,,886,2023-06-05,Bastón de caramelo,33,Pablo Andres,421,Efectivo,886,Carnaval,68,2023-04-01,204,2023-06-05,6437,2918,3519
,,,,,,887,2023-06-06,Nebaj,79,Yolanda perez,468,Tarjeta de credito,887,Pajaro rojo,24,2023-02-01,120,2023-06-06,5230,3593,1637
,,,,,,888,2023-06-07,Aqua,92,Yolanda perez,242,Cheque,888,Guatemala,40,2021-09-01,120,2023-06-07,1166,1685,-519
,,,,,,889,2023-06-08,Charm,21,Bennet Velasquez,287,Tarjeta de credito,889,Flores otoño,56,2021-10-01,224,2023-06-08,5255,3872,1383
,,,,,,890,2023-06-09,Triangular,29,Majo mata,62,Tarjeta de credito,890,Adornado,25,2022-06-01,50,2023-06-09,879,2739,-1860
,,,,,,891,2023-06-10,Congelado,66,Diego Albanez,369,Efectivo,891,Bolsas coloridas,32,2021-12-01,96,2023-06-10,4208,1585,2623
,,,,,,892,2023-06-11,Frosty en casa,86,Sofia ramos,73,Cheque,892,Dorado,60,2021-01-01,180,2023-06-11,4957,1401,3556
,,,,,,893,2023-06-12,Purple,51,Sofia ramos,178,Tarjeta de credito,893,Mar,47,2023-09-01,141,2023-06-12,3411,2530,881
,,,,,,894,2023-06-13,Caballito de mar,71,Diego Albanez,79,Tarjeta de credito,894,Baw,149,2023-01-01,447,2023-06-13,2040,3269,-1229
,,,,,,895,2023-06-14,Turquesa,46,Diego Albanez,275,Cheque,895,Pavorreal,103,2021-03-01,412,2023-06-14,5529,2955,2574
,,,,,,896,2023-06-15,Calido,52,Kevin ovando,493,Efectivo,896,Carnaval,150,2022-09-01,300,2023-06-15,2728,3941,-1213
,,,,,,897,2023-06-16,Bolsas oscuras,37,Kevin ovando,241,Cheque,897,Nebaj,32,2021-06-01,96,2023-06-16,678,2337,-1659
,,,,,,898,2023-06-17,Colibri colorido,13,Bennet Velasquez,215,Cheque,898,Maiz,55,2023-05-01,220,2023-06-17,1678,1803,-125
,,,,,,899,2023-06-18,Flores otoño,65,Yolanda perez,288,Tarjeta de credito,899,India,104,2021-06-01,208,2023-06-18,6225,2516,3709
,,,,,,900,2023-06-19,Gold and black,53,Pablo Andres,101,Efectivo,900,Aquamarino,47,2022-04-01,94,2023-06-19,2306,3053,-747
,,,,,,901,2023-06-20,Blanco y negro,87,Kevin Garcia,231,Cheque,901,Aretes oscuros,35,2021-04-01,70,2023-06-20,1213,570,643
,,,,,,902,2023-06-21,Triangular,21,Kevin Garcia,330,Efectivo,902,Verano,35,2022-11-01,70,2023-06-21,4875,995,3880
,,,,,,903,2023-06-22,San andres,85,Sofia ramos,402,Efectivo,903,Papa noel,93,2023-05-01,279,2023-06-22,2075,3516,-1441
,,,,,,904,2023-06-23,Xelaju,55,Pablo Andres,67,Efectivo,904,Rosado,148,2021-07-01,592,2023-06-23,1722,3734,-2012
,,,,,,905,2023-06-24,Calido,45,Diego Albanez,83,Cheque,905,Flor primavera,78,2023-01-01,156,2023-06-24,6604,2102,4502
,,,,,,906,2023-06-25,Guardia,53,Sofia ramos,107,Efectivo,906,San marcos,39,2021-03-01,195,2023-06-25,767,3014,-2247
,,,,,,907,2023-06-26,Soleado,21,Diego Albanez,418,Tarjeta de credito,907,Flor primavera,103,2022-11-01,412,2023-06-26,4056,1958,2098
,,,,,,908,2023-06-27,Collar simple morado,47,Victor hugo,157,Tarjeta de credito,908,Aretes azules,81,2022-11-01,324,2023-06-27,3809,1440,2369
,,,,,,909,2023-06-28,Collar calido,98,Kevin Garcia,394,Efectivo,909,Charm,28,2022-06-01,84,2023-06-28,2171,3726,-1555
,,,,,,910,2023-06-29,White,91,Franchesca Coronado,226,Efectivo,910,Guardia,95,2023-07-01,380,2023-06-29,6633,2082,4551
,,,,,,911,2023-06-30,Flores otoño,32,Franchesca Coronado,83,Tarjeta de credito,911,Antigua,141,2022-07-01,282,2023-06-30,5915,633,5282
,,,,,,912,2023-07-01,Tejido,30,Sofia ramos,214,Cheque,912,Antigua,13,2022-10-01,39,2023-07-01,5739,3747,1992
,,,,,,913,2023-07-02,Guatemala,19,Bennet Velasquez,438,Cheque,913,Verde oscuro,14,2022-03-01,70,2023-07-02,1533,1984,-451
,,,,,,914,2023-07-03,Flor,24,Sofia ramos,434,Efectivo,914,Rana,82,2021-07-01,328,2023-07-03,1497,664,833
,,,,,,915,2023-07-04,Soleado,32,Bennet Velasquez,261,Tarjeta de credito,915,Azul,48,2022-05-01,144,2023-07-04,6025,3842,2183
,,,,,,916,2023-07-05,Bolsas amarillentas,31,Kevin Garcia,431,Efectivo,916,Aretes elegantes,98,2022-06-01,490,2023-07-05,3693,3054,639
,,,,,,917,2023-07-06,Verde oscuro,86,Sofia ramos,138,Efectivo,917,Bolsas coloridas,120,2021-11-01,360,2023-07-06,6258,3776,2482
,,,,,,918,2023-07-07,Pajaro rojo,53,Diego Albanez,16,Cheque,918,Bolsas pequeñas,68,2023-04-01,136,2023-07-07,6912,1037,5875
,,,,,,919,2023-07-08,Pavorreal,78,Kevin Garcia,380,Cheque,919,Bolsas coloridas,126,2022-10-01,504,2023-07-08,4293,1274,3019
,,,,,,920,2023-07-09,Tejido,29,Kevin ovando,323,Tarjeta de credito,920,Naranja verano,36,2021-09-01,144,2023-07-09,847,2130,-1283
,,,,,,921,2023-07-10,Antigua,70,Majo mata,143,Tarjeta de credito,921,Nebaj,105,2023-02-01,315,2023-07-10,1377,3223,-1846
,,,,,,922,2023-07-11,Caballito de mar,28,Franchesca Coronado,50,Efectivo,922,Caballito de mar,42,2021-07-01,84,2023-07-11,3190,598,2592
,,,,,,923,2023-07-12,Frio,27,Majo mata,196,Tarjeta de credito,923,Aretes invierno,120,2021-01-01,600,2023-07-12,696,3436,-2740
,,,,,,924,2023-07-13,Bolsas amarillas,28,Kevin ovando,473,Tarjeta de credito,924,Colibri colorido,75,2021-11-01,150,2023-07-13,5621,2120,3501
,,,,,,925,2023-07-14,Bolsas oscuras,45,Yolanda perez,218,Tarjeta de credito,925,Bolsas naranjas,13,2022-10-01,39,2023-07-14,5163,3782,1381
,,,,,,926,2023-07-15,Lorito colorido,24,Majo mata,439,Efectivo,926,Papa noel,103,2022-12-01,206,2023-07-15,2488,1872,616
,,,,,,927,2023-07-16,Aretes hojas,45,Majo mata,103,Efectivo,927,Xelaju,90,2022-01-01,180,2023-07-16,1805,1636,169
,,,,,,928,2023-07-17,India,71,Kevin ovando,498,Efectivo,928,Aretes calcetin,111,2023-07-01,555,2023-07-17,4751,3862,889
,,,,,,929,2023-07-18,India,99,Yolanda perez,284,Cheque,929,Aretes lila,67,2021-08-01,268,2023-07-18,1099,604,495
,,,,,,930,2023-07-19,Rana,85,Kevin Garcia,220,Efectivo,930,Purple,116,2023-06-01,348,2023-07-19,6108,2411,3697
,,,,,,931,2023-07-20,Aretes calidos,22,Bennet Velasquez,132,Cheque,931,Flor,126,2022-09-01,378,2023-07-20,5273,2579,2694
,,,,,,932,2023-07-21,Frosty en casa,41,Kevin Garcia,254,Efectivo,932,Rosado,127,2022-11-01,508,2023-07-21,4099,2962,1137
,,,,,,933,2023-07-22,Gallina celeste,17,Kevin ovando,83,Efectivo,933,Aretes piedra,52,2023-02-01,156,2023-07-22,1147,923,224
,,,,,,934,2023-07-23,Blue,91,Diego Albanez,197,Cheque,934,Blue,108,2023-04-01,540,2023-07-23,5017,2700,2317
,,,,,,935,2023-07-24,Aguas escondidas,14,Sofia ramos,457,Cheque,935,Xelaju,107,2021-07-01,321,2023-07-24,2274,732,1542
,,,,,,936,2023-07-25,Charm,70,Diego Albanez,156,Cheque,936,Quiche,80,2021-03-01,160,2023-07-25,5882,581,5301
,,,,,,937,2023-07-26,Bolsas amarillentas,61,Yolanda perez,173,Tarjeta de credito,937,Blue,144,2023-05-01,576,2023-07-26,1289,2743,-1454
,,,,,,938,2023-07-27,Rana,37,Pablo Andres,66,Efectivo,938,Tejido,59,2022-12-01,236,2023-07-27,3884,2312,1572
,,,,,,939,2023-07-28,Mar,61,Kevin ovando,153,Efectivo,939,Aretes grandes beige,14,2021-04-01,70,2023-07-28,2391,3602,-1211
,,,,,,940,2023-07-29,Congelado,83,Yolanda perez,146,Cheque,940,Aquamarino,43,2021-04-01,86,2023-07-29,5879,580,5299
,,,,,,941,2023-07-30,Aretes piedra,37,Bennet Velasquez,394,Tarjeta de credito,941,Mar,40,2021-02-01,120,2023-07-30,528,717,-189
,,,,,,942,2023-07-31,Aretes circulares,78,Diego Albanez,68,Tarjeta de credito,942,Calido,108,2022-10-01,432,2023-07-31,5140,3516,1624
,,,,,,943,2023-08-01,Buho,76,Kevin Garcia,217,Tarjeta de credito,943,Bolsas oscuras,51,2022-04-01,255,2023-08-01,2774,3528,-754
,,,,,,944,2023-08-02,Bolsas rojas,80,Bennet Velasquez,308,Tarjeta de credito,944,La mirada,90,2023-08-01,450,2023-08-02,2138,1678,460
,,,,,,945,2023-08-03,Aretes europa,41,Pablo Andres,407,Tarjeta de credito,945,Aretes morados,21,2023-04-01,105,2023-08-03,2472,1734,738
,,,,,,946,2023-08-04,Mar,11,Bennet Velasquez,143,Efectivo,946,La mirada,60,2022-04-01,300,2023-08-04,4507,3704,803
,,,,,,947,2023-08-05,Frosty trio,54,Sofia ramos,313,Efectivo,947,Aretes sombrero,149,2023-05-01,745,2023-08-05,6736,1170,5566
,,,,,,948,2023-08-06,Bolsas naranjas,28,Bennet Velasquez,144,Efectivo,948,Verano,65,2023-07-01,325,2023-08-06,3404,3145,259
,,,,,,949,2023-08-07,Tribal,50,Kevin Garcia,401,Tarjeta de credito,949,Mar,132,2022-11-01,528,2023-08-07,5608,1402,4206
,,,,,,950,2023-08-08,Aquamarino,93,Kevin Garcia,353,Cheque,950,Azul oscuro,78,2023-04-01,234,2023-08-08,3438,604,2834
,,,,,,951,2023-08-09,Aretes hojas,28,Yolanda perez,80,Tarjeta de credito,951,White,82,2022-04-01,246,2023-08-09,2037,2884,-847
,,,,,,952,2023-08-10,Cascanueces viejo,24,Sofia ramos,158,Efectivo,952,San marcos,13,2021-05-01,26,2023-08-10,4301,3702,599
,,,,,,953,2023-08-11,Adornado,20,Diego Albanez,17,Tarjeta de credito,953,Aretes europa,30,2021-09-01,60,2023-08-11,2285,3589,-1304
,,,,,,954,2023-08-12,Antigua,45,Yolanda perez,175,Tarjeta de credito,954,Chimaltenango,63,2022-06-01,126,2023-08-12,4368,1363,3005
,,,,,,955,2023-08-13,Aretes coloridos,25,Diego Albanez,402,Cheque,955,Antigua,121,2023-03-01,605,2023-08-13,3073,3679,-606
,,,,,,956,2023-08-14,Caballito de mar,23,Pablo Andres,78,Tarjeta de credito,956,Carnaval,114,2022-08-01,456,2023-08-14,2961,3699,-738
,,,,,,957,2023-08-15,San andres,71,Pablo Andres,223,Tarjeta de credito,957,Blanco y negro,31,2021-05-01,155,2023-08-15,4121,1262,2859
,,,,,,958,2023-08-16,Charm,55,Sofia ramos,275,Efectivo,958,Rana,37,2022-01-01,111,2023-08-16,2195,3542,-1347
,,,,,,959,2023-08-17,Aquamarino,76,Sofia ramos,225,Efectivo,959,Aretes calidos,21,2023-04-01,105,2023-08-17,6923,3524,3399
,,,,,,960,2023-08-18,Pavorreal,32,Sofia ramos,366,Cheque,960,Gallo curioso,31,2023-08-01,93,2023-08-18,4319,3627,692
,,,,,,961,2023-08-19,Aretes celestes,85,Kevin Garcia,72,Efectivo,961,Caballito de mar,100,2022-12-01,300,2023-08-19,2976,619,2357
,,,,,,962,2023-08-20,Rana,90,Kevin ovando,382,Cheque,962,San andres,78,2022-12-01,234,2023-08-20,408,2928,-2520
,,,,,,963,2023-08-21,Aretes piedra,34,Sofia ramos,182,Efectivo,963,Dorado,112,2021-06-01,336,2023-08-21,4401,1281,3120
,,,,,,964,2023-08-22,Elegancia,49,Kevin ovando,378,Tarjeta de credito,964,Azul,119,2021-12-01,595,2023-08-22,1568,3355,-1787
,,,,,,965,2023-08-23,Mar,71,Majo mata,27,Efectivo,965,Nebaj,66,2021-02-01,132,2023-08-23,679,1920,-1241
,,,,,,966,2023-08-24,Turquesa,19,Kevin ovando,43,Tarjeta de credito,966,Aretes calcetin,85,2023-05-01,255,2023-08-24,2704,2724,-20
,,,,,,967,2023-08-25,Cangrejo dorado,56,Majo mata,316,Efectivo,967,Bolsas rosadas,124,2023-01-01,372,2023-08-25,3446,1755,1691
,,,,,,968,2023-08-26,Aretes elegantes,45,Kevin ovando,360,Efectivo,968,Baw,84,2022-02-01,336,2023-08-26,5482,3264,2218
,,,,,,969,2023-08-27,Flor primavera,14,Pablo Andres,181,Tarjeta de credito,969,Quiche,34,2023-09-01,102,2023-08-27,261,3259,-2998
,,,,,,970,2023-08-28,Pavorreal,98,Kevin Garcia,165,Efectivo,970,Solola,29,2023-03-01,87,2023-08-28,5542,1822,3720
,,,,,,971,2023-08-29,Elegante verde,55,Bennet Velasquez,170,Cheque,971,Aretes calcetin,82,2022-04-01,164,2023-08-29,648,1906,-1258
,,,,,,972,2023-08-30,Nebaj,50,Franchesca Coronado,453,Cheque,972,Bolsas con dorado,110,2023-03-01,440,2023-08-30,5767,660,5107
,,,,,,973,2023-08-31,Gallo curioso,86,Victor hugo,457,Cheque,973,Colibri colorido,109,2021-06-01,218,2023-08-31,1033,3860,-2827
,,,,,,974,2023-09-01,Tribal,80,Pablo Andres,412,Tarjeta de credito,974,Aretes marmol,142,2021-02-01,284,2023-09-01,6620,3977,2643
,,,,,,975,2023-09-02,Gold and black,82,Kevin ovando,206,Tarjeta de credito,975,Bolsas rosadas,65,2022-08-01,130,2023-09-02,1172,3383,-2211
,,,,,,976,2023-09-03,Mar,12,Yolanda perez,291,Cheque,976,Bolsas oscuras,111,2021-01-01,555,2023-09-03,3960,1670,2290
,,,,,,977,2023-09-04,Triangular,10,Kevin ovando,91,Tarjeta de credito,977,Rosado,13,2022-06-01,26,2023-09-04,3125,2944,181
,,,,,,978,2023-09-05,Mar,95,Majo mata,440,Efectivo,978,Cuello,13,2021-09-01,65,2023-09-05,3720,544,3176
,,,,,,979,2023-09-06,Guardia,36,Franchesca Coronado,215,Cheque,979,Pavorreal,143,2023-06-01,715,2023-09-06,5245,748,4497
,,,,,,980,2023-09-07,Cerdo volador,55,Bennet Velasquez,17,Cheque,980,Bolsas rosadas,59,2023-03-01,295,2023-09-07,4262,3480,782
,,,,,,981,2023-09-08,Gallo curioso,20,Franchesca Coronado,158,Efectivo,981,Aretes Plateados,27,2022-11-01,135,2023-09-08,4623,2169,2454
,,,,,,982,2023-09-09,Tribal,78,Kevin ovando,352,Efectivo,982,Xelaju,65,2021-03-01,195,2023-09-09,6725,3918,2807
,,,,,,983,2023-09-10,Aretes turquesa,57,Pablo Andres,44,Tarjeta de credito,983,Solola,150,2022-07-01,750,2023-09-10,6213,648,5565
,,,,,,984,2023-09-11,La mirada,16,Yolanda perez,254,Efectivo,984,Flor primavera,15,2022-02-01,60,2023-09-11,3931,1517,2414
,,,,,,985,2023-09-12,Aretes morados,54,Majo mata,285,Tarjeta de credito,985,India,130,2022-10-01,260,2023-09-12,5829,1383,4446
,,,,,,986,2023-09-13,Aguas escondidas,83,Pablo Andres,295,Tarjeta de credito,986,Maiz,47,2022-06-01,188,2023-09-13,2970,2820,150
,,,,,,987,2023-09-14,Aretes Plateados,59,Diego Albanez,465,Tarjeta de credito,987,Aretes sombrero,36,2021-08-01,72,2023-09-14,2962,524,2438
,,,,,,988,2023-09-15,La mirada,90,Victor hugo,180,Cheque,988,Aretes circulares,126,2021-08-01,504,2023-09-15,111,535,-424
,,,,,,989,2023-09-16,Purple,24,Bennet Velasquez,235,Tarjeta de credito,989,Aretes turquesa,121,2021-03-01,242,2023-09-16,432,1587,-1155
,,,,,,990,2023-09-17,Cascanueces viejo,79,Sofia ramos,116,Tarjeta de credito,990,Gallina celeste,86,2021-10-01,258,2023-09-17,6255,2874,3381
,,,,,,991,2023-09-18,Bastón de caramelo,75,Kevin Garcia,363,Tarjeta de credito,991,Papa noel,28,2021-04-01,56,2023-09-18,2597,3780,-1183
,,,,,,992,2023-09-19,Semi oscura,36,Franchesca Coronado,346,Tarjeta de credito,992,Cerdo volador,126,2022-08-01,378,2023-09-19,1212,925,287
,,,,,,993,2023-09-20,Aretes piedra,72,Pablo Andres,248,Efectivo,993,Guatemala,146,2023-01-01,438,2023-09-20,649,3066,-2417
,,,,,,994,2023-09-21,Aquamarino,76,Diego Albanez,110,Tarjeta de credito,994,Calido,114,2021-02-01,456,2023-09-21,6424,3113,3311
,,,,,,995,2023-09-22,Naranja verano,30,Diego Albanez,232,Efectivo,995,Gallina celeste,42,2023-07-01,210,2023-09-22,6457,1411,5046
,,,,,,996,2023-09-23,Aguila,19,Franchesca Coronado,97,Efectivo,996,Bolsas naranjas,45,2021-04-01,90,2023-09-23,2231,3116,-885
,,,,,,997,2023-09-24,Rosa,29,Sofia ramos,28,Tarjeta de credito,997,Colibri colorido,90,2022-10-01,270,2023-09-24,6115,3451,2664
,,,,,,998,2023-09-25,Pavorreal,78,Diego Albanez,400,Tarjeta de credito,998,Aretes purpura,52,2023-09-01,104,2023-09-25,1149,760,389
,,,,,,999,2023-09-26,Morado claro,29,Franchesca Coronado,440,Efectivo,999,Maiz,55,2021-04-01,275,2023-09-26,989,694,295
,,,,,,1000,2023-09-27,Aretes coloridos,29,Kevin Garcia,310,Cheque,1000,Invierno,140,2021-01-01,420,2023-09-27,3018,2873,145
